#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16ade,2016-02-08 16:52:15,194.06329,-8.40798,18.51,,,"unknown",2016-02-11 18:39:36,"candidate CV"
Gaia16add,2016-02-08 11:03:08,196.77928,-20.26442,18.97,,,"SN Ia",2016-02-11 18:38:10,"candidate SN in the outskirts of galaxy 2MASX J13070669-2015477. Classified by PESSTO in ATEL 8701"
Gaia16adc,2016-02-10 03:57:50,12.54317,33.89614,18.24,,,"unknown",2016-02-11 18:11:08,"candidate SN, GSTEC predicts SN IIP, z=0.075 at +12 days"
Gaia16adb,2016-02-10 05:14:15,182.37608,76.15331,16.94,,,"unknown",2016-02-11 18:07:28,"candidate CV/QSO"
Gaia16ada,2016-02-09 00:03:41,188.96784,27.93208,17.72,,,"SN imposter",2016-02-11 18:04:49,"transient near/in NGC4559C spatially coincident with candidate LBV with previous outbursts."
Gaia16acz,2016-02-08 02:28:06,26.68606,48.44713,15.90,,,"unknown",2016-02-11 17:57:45,">3 mag outburst in faint star, candidate CV (also seen by Master)"
Gaia16acy,2016-02-09 17:20:51,194.90241,-38.10658,17.22,,,"unknown",2016-02-11 17:50:35,"sharp  rise and decline on a blue star, candidate CV"
Gaia16acx,2016-02-09 02:09:16,16.88632,32.09209,17.53,,,"unknown",2016-02-11 17:41:46,"bright SN candidate near the centre of large SDSS galaxy (also seen in PS)"
Gaia16acw,2016-02-08 11:17:51,200.56969,-36.09625,18.65,,,"unknown",2016-02-11 16:37:55,"candidate SN on faint LEDA galaxy"
Gaia16acv,2016-02-08 11:35:08,179.95740,54.80210,18.85,,,"unknown",2016-02-11 16:33:43,"candidate SN on faint SDSS galaxy. GSTEC predicts SN Ia"
Gaia16acu,2016-02-08 03:43:23,17.74657,20.85620,18.34,,,"SN Ia",2016-02-11 16:28:04,"hostless transient, candidate SN (or CV). GSTEC predicts SN Ia. Seen in PS and CSS. Classified here: http://wis-tns.weizmann.ac.il"
Gaia16act,2016-02-07 02:21:33,29.75449,41.85958,18.63,,,"unknown",2016-02-10 21:47:49,"Candidate SN"
Gaia16acs,2016-02-07 17:17:39,204.33149,-36.37885,17.92,,,"unknown",2016-02-10 21:44:26,"Candidate SN, GSTEC predicts SNIa"
Gaia16acr,2016-02-06 16:32:31,194.09998,10.27365,18.53,,,"unknown",2016-02-10 18:16:34,"Candidate SN, GSTEC predicts SNIa"
Gaia16acq,2016-02-06 09:18:48,17.27067,-1.59562,18.43,,,"unknown",2016-02-10 18:14:31,"Candidate SN, GSTEC predicts SNIa"
Gaia16acp,2016-02-05 13:51:24,25.94662,14.45879,18.75,,,"unknown",2016-02-10 18:12:25,"Candidate SN"
Gaia16aco,2016-02-05 09:15:33,19.24990,-4.94278,17.06,,,"unknown",2016-02-10 17:59:38,"Candidate SN Also found by ASASSN"
Gaia16acn,2016-02-05 14:47:37,8.53431,-29.55721,18.66,,,"unknown",2016-02-10 17:48:47,"Candidate SN, GSTEC predicts SNIa"
Gaia16acm,2016-02-05 05:16:50,217.62638,-35.73641,17.90,,,"unknown",2016-02-10 17:42:33,"Candidate CV"
Gaia16acl,2016-02-04 05:54:19,270.84796,-65.12689,17.69,,,"unknown",2016-02-10 17:37:25,""
Gaia16ack,2016-02-04 16:33:00,199.94387,8.78260,19.08,,,"QSO",2016-02-10 17:31:40,"Brightening SDSS QSO (z=0.28)"
Gaia16acj,2016-02-05 16:31:03,196.21654,11.13351,18.01,,,"QSO",2016-02-10 17:06:30,"Brightening SDSS QSO (z=0.17)"
Gaia16aci,2016-02-05 22:24:17,193.14550,18.04808,18.80,,,"unknown",2016-02-10 16:46:30,"Candidate SN on top of faint SDSS galaxy"
Gaia16ach,2016-02-05 05:14:41,216.13826,-33.64472,18.53,,,"unknown",2016-02-10 16:43:28,"Candidate SN on top of faint DSS smudge"
Gaia16acg,2016-02-05 14:54:40,11.46068,-23.31107,18.37,,,"unknown",2016-02-10 16:39:01,"Blue transient on faint DSS and GALEX source"
Gaia16acf,2016-02-04 16:14:20,45.99043,43.40101,16.70,,,"unknown",2016-02-10 16:32:21,"Candidate SN (see  http://www.cbat.eps.harvard.edu/unconf/followups/J03035774+4324035.html)"
Gaia16ace,2016-02-03 22:43:39,207.13473,-2.05935,18.93,,,"unknown",2016-02-10 16:18:40,"Candidate SN, GSTEC predicts SNIa, z=0.07 pre-peak. Found by PS1 (http://wis-tns.weizmann.ac.il/object/2016acw)"
Gaia16acd,2016-02-03 10:49:44,212.18199,-8.06101,18.88,,,"unknown",2016-02-10 15:58:53,"Candidate SN"
Gaia16acc,2016-02-03 17:14:25,224.10484,-32.72714,18.62,,,"unknown",2016-02-10 15:11:32,"Candidate SN, GSTEC predicts SNIa, z=0.085 at peak."
Gaia16acb,2016-02-02 22:30:52,205.36863,10.80513,18.50,,,"unknown",2016-02-09 20:53:13,"candidate SN in starforming galaxy with  z=0.05719"
Gaia16aca,2016-02-03 04:37:27,207.41842,4.24058,17.93,,,"unknown",2016-02-09 20:50:47,"candidate young and very blue SN in the outskirts of broad-line red SDSS galaxy UGC 08740, z=0.0234. Found by CRTS"
Gaia16abz,2016-02-02 21:51:58,180.07681,46.19440,18.87,,,"unknown",2016-02-09 20:45:12,"candidate SN in SDSS galaxy with z=0.0627 (Found by PS1: http://wis-tns.weizmann.ac.il/object/2016aal)"
Gaia16aby,2016-02-02 21:13:29,26.49174,-8.92476,18.63,,,"unknown",2016-02-09 20:41:40,"candidate SN in starforming galaxy with spec z=0.0519"
Gaia16abx,2016-01-31 10:14:41,207.08670,27.38461,18.70,,,"unknown",2016-02-05 17:51:26,"GSTEC predicts SN Ia at peak. Estimated z=0.07. Also find as CSS160130:134821+272305"
Gaia16abw,2016-01-30 15:30:00,158.46428,60.85202,15.66,,,"QSO",2016-02-05 17:47:09,"outburst in known blazar"
Gaia16abv,2016-01-30 10:41:04,91.10316,54.12465,17.62,,,"unknown",2016-02-05 17:39:33,"Outburst on an old source, previous outbursts seen as well, blue, probable CV."
Gaia16abu,2016-01-30 18:55:24,21.59583,-38.59517,18.08,,,"unknown",2016-02-04 15:11:17,"Offset from host, probable SN. GSTEC SN Ibc"
Gaia16abt,2016-01-30 14:31:09,13.68703,-46.65730,18.85,,,"unknown",2016-02-04 15:09:11,"Offset from host, probable SN"
Gaia16abs,2016-01-30 20:28:45,10.48781,-47.90550,17.52,,,"unknown",2016-02-04 15:05:51,"Offset from host, blue, probable SN. GSTEC SN Ia"
Gaia16abr,2016-01-31 00:54:32,19.81845,-38.70676,18.69,,,"unknown",2016-02-04 14:57:48,"Offset from host, blue, probable SN. GSTEC SN Ia"
Gaia16abq,2016-01-15 16:25:47,258.69371,6.38416,18.88,,,"unknown",2016-02-04 10:26:04,"previously discovered in CRTS (2011) as a candidate CV"
Gaia16abp,2016-01-14 18:20:26,254.44444,-1.78571,18.06,,,"unknown",2016-02-04 10:16:51,"candidate +2w old SN IA"
Gaia16abo,2016-01-15 13:58:02,70.03238,12.51419,17.67,,,"SN Ia",2016-02-04 10:14:20,"classified in ATEL #8506"
Gaia16abn,2016-01-29 19:54:55,53.68540,7.37032,18.30,,,"unknown",2016-02-03 19:19:57,"candidate SN Ia"
Gaia16abm,2016-01-29 10:17:05,218.06372,26.32544,17.65,,,"SN IIb",2016-02-03 19:07:16,"ASASSN-15uy classified here: http://www.astronomerstelegram.org/?read=8525"
Gaia16abl,2016-01-28 15:49:02,198.84328,52.35666,18.86,,,"unknown",2016-02-03 05:22:53,"candidate SN in SDSS starforming galaxy with spec Z=0.06."
Gaia16abk,2016-01-28 09:59:29,211.48795,43.88385,16.92,,,"SN Ia",2016-02-03 05:19:34,"GSTEC (spectroscopic classifier) predicts SN Ia at Z~0.02 close to max. Also found by ASASSN. ATEL 8634 verifies SN Ia and Z=0.034"
Gaia16abj,2016-01-19 15:16:46,326.03561,82.20947,17.75,,,"unknown",2016-02-02 08:17:17,"SN candidate in very faint DSS host, or CV or QSO"
Gaia16abi,2016-01-19 20:56:36,58.16923,69.16242,18.25,,,"unknown",2016-02-02 08:13:42,"blue hostless transient"
Gaia16abh,2016-01-19 15:30:14,277.89839,70.94779,18.38,,,"unknown",2016-02-02 08:08:12,"blue point source: CV ? or QSO ?"
Gaia16abg,2016-01-20 14:55:36,66.29463,67.77467,17.37,,,"unknown",2016-02-02 08:02:56,"candidate SN Ia"
Gaia16abf,2016-01-22 07:24:20,71.22542,-23.69496,18.64,,,"unknown",2016-02-01 23:56:25,"candidate SN in between two possibly merging galaxies in DSS."
Gaia16abe,2016-01-26 00:15:18,344.72113,-72.28894,18.81,,,"unknown",2016-02-01 10:42:17,"apparently hostess candidate SN"
Gaia16abd,2016-01-26 08:16:23,16.95748,-65.15489,18.94,,,"unknown",2016-02-01 10:40:08,"candidate SN"
Gaia16abc,2016-01-25 15:00:45,101.25719,63.24989,17.42,,,"SN II-P",2016-02-01 10:35:24,""
Gaia16abb,2016-01-26 18:14:07,338.88928,-70.28618,17.65,,,"unknown",2016-02-01 10:32:38,"candidate SN close to Z~0.029 galaxy (ESO 076- G 019)"
Gaia16aba,2016-01-25 16:07:35,232.73164,37.15364,18.95,,,"unknown",2016-02-01 10:29:51,"candidate SN"
Gaia16aaz,2016-01-27 22:06:54,219.72336,37.17649,18.70,,,"QSO",2016-01-31 23:37:55,"possible flare in known QSO B2 1436+37B (c.f. previous flare in CRTS)"
Gaia16aay,2016-01-27 09:28:03,168.50716,67.85793,18.25,,,"unknown",2016-01-31 23:31:23,"SN candidate next to blue SDSS galaxy, SN-like spectrum"
Gaia16aax,2016-01-26 15:55:17,218.57701,49.21014,18.33,,,"unknown",2016-01-30 13:55:50,"slowly rising transient in galaxy core"
Gaia16aaw,2016-01-23 13:04:00,62.98762,-42.09190,19.07,,,"unknown",2016-01-30 13:53:00,"slow rise on a faint blue star, candidate QSO ?"
Gaia16aav,2016-01-24 23:56:10,289.15104,-69.47607,18.78,,,"unknown",2016-01-30 13:50:42,"sharp rise on a faint star, candidate CV"
Gaia16aau,2016-01-25 18:25:07,12.54460,-69.73271,15.13,,,"RCrB",2016-01-30 13:46:16,"5mag change in 400days in Carbon Star [MH95]580, but spectrum rather blue. Candidate RCrB ?"
Gaia16aat,2016-01-22 03:39:40,246.20861,65.68363,19.36,,,"unknown",2016-01-30 13:22:05,"long-term rise on a blue star seen in DSS2 and Galex"
Gaia16aas,2016-01-26 02:42:15,44.48665,-46.52852,17.97,,,"unknown",2016-01-30 13:17:37,"hostless candidate SN"
Gaia16aar,2016-01-25 12:35:55,32.20817,-63.23733,18.49,,,"unknown",2016-01-29 14:05:34,"candidate SN in galaxy outskirts"
Gaia16aaq,2016-01-20 19:52:58,225.44033,-85.41052,18.61,,,"unknown",2016-01-29 13:58:59,"candidate SN close to galaxy"
Gaia16aap,2016-01-22 20:48:31,81.08935,57.32168,17.98,,,"unknown",2016-01-29 13:55:27,"blue host-less transient"
Gaia16aao,2016-01-22 18:27:49,52.00503,-74.39909,18.76,,,"unknown",2016-01-29 13:51:55,"candidate SN, close to galaxy"
Gaia16aan,2016-01-21 16:42:37,253.49668,-3.56126,17.59,,,"unknown",2016-01-29 13:24:10,"faint (red) star brightening by >1 mag"
Gaia16aam,2016-01-22 09:40:10,244.14377,65.36726,17.54,,,"unknown",2016-01-29 13:15:36,"candidate SN at edge of galaxy"
Gaia16aal,2016-01-21 13:07:37,73.35367,-38.71911,18.77,,,"unknown",2016-01-29 13:11:39,"candidate SN close to z~0.06 galaxy "
Gaia16aak,2016-01-23 10:32:39,249.40604,8.98260,18.54,,,"unknown",2016-01-29 13:05:49,"candidate SN at edge of SDSS galaxy"
Gaia16aaj,2016-01-23 22:30:33,247.74517,11.72415,18.24,,,"unknown",2016-01-29 13:01:19,"very blue transient, candidate CV from CSS"
Gaia16aai,2016-01-23 07:08:18,65.17586,-38.32608,17.82,,,"unknown",2016-01-29 12:32:30,"very blue spectrum, very faint smudge in DSS"
Gaia16aah,2016-01-22 07:43:27,72.27658,-5.93901,18.71,,,"unknown",2016-01-29 12:21:58,"candidate supernova near SDSS galaxy"
Gaia16aag,2016-01-20 13:03:43,78.27527,-41.66504,18.77,,,"unknown",2016-01-29 12:08:27,"candidate supernova"
Gaia16aaf,2016-01-19 02:30:47,66.55174,42.91822,17.66,,,"unknown",2016-01-29 12:03:38,""
Gaia16aae,2016-01-18 09:16:15,328.57268,76.62656,18.07,,,"unknown",2016-01-29 11:53:59,""
Gaia16aad,2016-01-18 20:49:34,84.98946,-40.51619,17.32,,,"unknown",2016-01-29 11:49:23,"candidate SN"
Gaia16aac,2016-01-16 07:52:47,73.29423,7.35212,17.32,,,"unknown",2016-01-29 11:44:04,"candidate SN"
Gaia16aab,2016-01-16 01:49:49,74.14042,4.75729,18.32,,,"SN IIn",2016-01-29 11:16:17,""
Gaia16aaa,2016-01-16 10:13:10,263.55509,19.57206,17.67,,,"unknown",2016-01-29 10:44:21,""
Gaia15agm,2015-06-01 14:51:25,358.98623,-43.72412,17.35,,,"SN Ia",2015-06-09 11:27:39,"candidate SN"
Gaia15agl,2015-06-01 20:34:37,337.79327,-37.82735,18.71,,,"unknown",2015-06-09 11:27:39,"candidate SN"
Gaia15agk,2015-06-03 02:38:28,337.70660,-43.04732,18.80,,,"unknown",2015-06-09 11:27:39,"candidate SN"
Gaia15agj,2015-06-03 05:29:29,147.74682,37.96674,18.49,,,"SN Ia",2015-06-09 11:27:39,"candidate SN"
Gaia15agi,2015-01-24 09:32:33,43.08181,60.57638,18.97,,,"unknown",2015-06-03 15:16:18,"Galactic plane red transient, brightened from 20 to 18 mag in 100days"
Gaia15agh,2015-05-25 01:24:24,181.02133,14.06805,17.58,,,"SN Ia",2015-06-02 15:06:52,"candidate SN in spiral starforming SDSS galaxy (z=0.043)"
Gaia15agg,2015-05-29 15:41:03,64.10105,-28.49464,18.96,,,"unknown",2015-06-02 13:22:16,"Candidate SN on edge of DSS galaxy"
Gaia15agf,2015-05-29 08:17:25,330.62236,-20.32945,18.54,,,"SN Ia",2015-06-02 13:19:12,"Candidate young and blue SN on the edge of a DSS galaxy"
Gaia15age,2015-05-29 22:00:29,83.48209,-20.78890,16.96,,,"unknown",2015-06-02 00:15:29,"aka CSS101214:053356-204720 : CV candidate"
Gaia15agd,2015-05-29 07:24:33,171.57245,28.36723,18.42,,,"SN II",2015-06-02 00:09:38,"SN candidate in low surface brightness starburst galaxy at z=0.03"
Gaia15agc,2015-05-30 07:38:04,184.59674,35.61824,17.84,,,"SN Ia",2015-06-02 00:02:43,"hostless bright transient with SN-like spectrum in BP/RP"
Gaia15agb,2015-05-24 10:45:43,134.27829,-8.72550,18.34,,,"unknown",2015-05-31 23:20:21,"blue transient next to galaxy"
Gaia15aga,2015-05-28 12:32:28,124.76298,2.66183,18.50,,,"unknown",2015-05-30 22:31:53,"new blue source on top of faint SDSS galaxy"
Gaia15afz,2015-05-25 05:56:11,97.53616,-18.32921,15.72,,,"unknown",2015-05-30 22:25:16,"blue transient - candidate CV ?"
Gaia15afy,2015-05-21 23:49:27,95.40496,-27.84863,18.57,,,"unknown",2015-05-26 16:02:01,"candidate reddish transient close to galaxy core (2.13 arsec)"
Gaia15afx,2015-05-23 23:20:39,167.37983,4.16318,18.85,,,"SN Ia",2015-05-25 22:34:43,"blue transient next to SDSS galaxy, last non-detection: 2015-05-03"
Gaia15afw,2015-05-24 05:02:09,149.99810,-2.88797,17.44,,,"SN Ia",2015-05-25 22:30:45,"Classified SN1a by SDSS galaxy, last non-detection: 2015-04-27. aka ASASSN-15ih (ATEL #7531)"
Gaia15afv,2015-05-23 05:33:08,75.67677,-25.45960,18.25,,,"unknown",2015-05-25 15:58:01,"Candidate SN next to LEDA galaxy"
Gaia15afu,2015-05-23 23:35:18,77.21839,-24.10998,17.48,,,"unknown",2015-05-25 15:52:05,"candidate SN next to faint galaxy"
Gaia15aft,2015-05-18 18:58:12,273.68224,39.61261,18.22,,,"unknown",2015-05-25 10:24:55,"hostless blue transient"
Gaia15afs,2015-05-18 18:58:18,171.99183,-11.71668,18.21,,,"SN Ia",2015-05-23 20:37:50,"SN candidate close to extended DSS galaxy"
Gaia15afr,2015-05-19 08:13:54,352.36073,9.56632,18.24,,,"SN II",2015-05-23 20:35:34,"SN candidate 11.13 arcsec from elliptical SDSS galaxy"
Gaia15afq,2015-05-20 14:12:18,234.62443,27.29889,18.43,,,"SN II",2015-05-23 12:02:01,"Candidate SN 5 arcsec from core of faint starforming SDSS galaxy (z=0.03)"
Gaia15afp,2015-04-14 17:34:18,208.90046,-55.81585,18.63,,,"unknown",2015-05-23 11:56:39,"candidate for microlensing event at decline, too red for a dwarf nova. Amplitude 0.7 mag"
Gaia15afo,2015-05-17 22:02:53,101.03135,-43.00515,18.23,,,"unknown",2015-05-21 20:08:34,"Aka SSS120420:064408-430018 candidate CV"
Gaia15afn,2015-05-17 21:57:31,93.71382,-42.79911,17.02,,,"SN Ia",2015-05-21 19:58:23,"Bright hostless transient with SN spectrum. Aka ASASSN-15ic, classified SN Ia (ATel#7455)"
Gaia15afm,2015-05-12 17:27:55,67.60043,-60.40489,18.95,,,"unknown",2015-05-21 19:51:57,"A possible SN"
Gaia15afl,2015-05-17 00:32:06,154.26841,-30.51285,18.60,,,"unknown",2015-05-21 19:45:25,"Hostless source"
Gaia15afk,2015-05-12 11:35:49,191.18975,9.75961,17.65,,,"SN Ia",2015-05-19 17:38:04,"aka PS15aii (ATel#7484) classified SN Ia (ATel#7486)"
Gaia15afj,2015-05-17 14:55:10,26.61369,-16.67380,18.94,,,"unknown",2015-05-19 09:40:39,"Candidate SN close to SDSS galaxy"
Gaia15afi,2015-05-17 06:58:00,275.01309,45.58684,18.84,,,"unknown",2015-05-19 00:14:42,"aka CSS 150511:182003+453513 candidate CV"
Gaia15afh,2015-05-17 19:05:24,284.66998,43.46885,18.41,,,"SN Ia",2015-05-19 00:04:15,"aka ASASSN-15fs ATel #7306 (a young, normal Type Ia SN at -5 days)"
Gaia15afg,2015-05-16 04:36:23,22.44985,-15.14909,18.80,,,"unknown",2015-05-18 23:58:53,"candidate SN"
Gaia15aff,2015-05-17 01:20:26,306.69743,42.99490,17.19,,,"unknown",2015-05-18 23:53:35,"Red source rising from 18.1 to 17 mag in 50 days"
Gaia15afe,2015-05-16 19:46:54,210.46355,21.55940,19.01,,,"SN II",2015-05-18 22:01:59,"Candidate SN close to faint SDSS galaxy"
Gaia15afd,2015-05-17 18:54:39,269.87408,43.39004,16.37,,,"SN Ia",2015-05-18 21:54:21,"Bright SN next to large SDSS galaxy, aka PS15ahs (classified as SN Ia in ATel #7477)"
Gaia15afc,2015-05-13 00:34:04,236.11003,55.66468,18.24,,,"SN Ia",2015-05-17 20:27:11,"SN candidate close to grand design SDSS galaxy"
Gaia15afb,2015-05-14 09:25:26,49.07760,-45.28281,18.72,,,"unknown",2015-05-17 20:24:00,"Young and blue SN candidate close to DSS galaxy."
Gaia15afa,2015-05-13 05:50:46,200.09895,21.30709,18.87,,,"unknown",2015-05-17 20:18:42,"candidate SN in the outskirts of a SDSS galaxy aka PS15yl"
Gaia15aez,2015-05-14 08:00:15,352.86494,22.84956,19.01,,,"SN II",2015-05-17 20:15:49,"candidate SN close to elliptical SDSS galaxy"
Gaia15aey,2015-05-14 18:11:27,216.62802,34.47305,18.84,,,"SN Ia",2015-05-17 20:12:30,"Hostless source with SN-like spectrum"
Gaia15aex,2015-05-10 15:26:30,36.95977,-58.63564,18.95,,,"unknown",2015-05-17 17:12:11,"New Source   on top of a faint DSS galaxy."
Gaia15aew,2015-05-10 19:28:50,340.76087,49.91362,19.02,,,"unknown",2015-05-17 17:06:18,"Possible M-flare or CV on a decline."
Gaia15aev,2015-05-11 06:01:29,200.48016,35.35886,17.92,,,"SN IIn",2015-05-15 15:25:20,"aka PS15aip (ATEL7488)"
Gaia15aeu,2015-04-30 23:01:22,165.15771,-11.94656,15.48,,,"unknown",2015-05-14 22:34:22,"aka ASASSN-15hm (magnitude 13.45)"
Gaia15aet,2015-04-26 23:43:18,135.65769,25.93442,16.95,,,"SN IIb",2015-05-14 02:02:29,"aka PSN J09023787+2556042. ATEL7368 classifies as a type IIb"
Gaia15aes,2015-05-04 16:58:51,173.17822,-16.73362,17.91,,,"SN IIP",2015-05-12 12:19:46,"aka LSQ15xp and classified (ATEL7261) as SN type IIP"
Gaia15aer,2015-05-04 15:38:23,353.96774,23.61441,16.98,,,"SN Ic",2015-05-12 11:59:06,"aka PSN J23355226+2336521 and classified (ATEL7456) as SN type Ic"
Gaia15aeq,2015-05-03 13:50:17,352.87261,24.27632,18.79,,,"unknown",2015-05-12 11:48:55,"new source next to SDSS galaxy"
Gaia15aep,2015-04-29 09:17:32,303.59085,-58.13903,17.03,,,"SN Ia",2015-05-11 12:02:46,"aka LSQ15adm and classified (ATEL7363) as a SN Type Ia-csm"
Gaia15aeo,2015-04-13 18:13:43,65.42600,34.05784,18.17,,,"unknown",2015-04-24 13:34:34,"New source aka CSS090403:042142+340328: candidate CV"
Gaia15aen,2015-04-13 11:07:53,99.63035,-22.86799,17.11,,,"unknown",2015-04-23 22:05:52,"Hostless blue transient at galactic latitude=-12.9"
Gaia15aem,2015-03-25 08:01:31,226.12814,21.98797,18.48,,,"SN Ia",2015-04-23 18:31:40,"new source at G~18.5 near the centre of known SDSS galaxy"
Gaia15ael,2015-03-30 09:12:25,203.34546,58.72538,17.27,,,"unknown",2015-04-10 18:20:41,"new source near SDSS galaxy, aka CSS150325:133323+584331"
Gaia15aek,2015-03-30 02:29:03,101.76123,64.93435,17.73,,,"SN IIP",2015-04-05 22:57:07,"bright blue new source 7 arcsec from large SDSS galaxy"
Gaia15aej,2015-03-28 03:28:40,275.14162,-50.91538,18.66,,,"SN",2015-04-05 22:30:27,"blue new source 5 arcsec from LEDA galaxy"
Gaia15aei,2015-03-28 19:02:36,50.35316,-11.14574,18.39,,,"unknown",2015-04-05 21:01:00,"new source next to large LEDA galaxy"
Gaia15aeh,2015-04-01 11:24:46,54.29547,-6.84986,18.06,,,"unknown",2015-04-04 22:05:04,"blue brightening on SDSS star - CV candidate, aka CSS110923:033711-065059"
Gaia15aeg,2015-03-25 13:03:48,55.79088,-9.44198,18.95,,,"unknown",2015-04-04 21:57:26,"new source 5 arcsec from a galaxy"
Gaia15aef,2015-03-24 21:25:09,287.23275,-39.90359,18.58,,,"SN",2015-04-03 15:55:37,"new blue source about 15 arcsec from LEDA galaxy"
Gaia15aee,2015-03-25 05:28:00,63.24210,-1.27830,18.69,,,"unknown",2015-04-03 15:55:37,"new source 5 arcsec away from a galaxy, broad-lines red spectrum"
Gaia15aed,2015-03-23 00:53:31,54.86035,-19.21360,18.60,,,"unknown",2015-03-31 10:02:15,"new blue source next to LEDA galaxy, last non-detection 2015-02-12"
Gaia15aec,2015-03-23 12:45:54,47.62801,-23.88568,18.64,,,"unknown",2015-03-31 09:53:04,"new blue source next to LEDA galaxy, last non-detection: 2015-02-10"
Gaia15aeb,2015-03-22 22:33:30,23.88592,-39.38601,16.53,,,"unknown",2015-03-30 21:00:22,"new very bright source  next to ESO297 galaxy (z= 0.017839), last non-detection: 2015-01-16"
Gaia15aea,2015-03-20 20:35:59,147.65932,41.85815,17.46,,,"unknown",2015-03-27 18:26:21,"New source in core of SDSS galaxy, z=0.11"
Gaia15adz,2015-03-21 18:10:12,13.39216,-42.93881,18.24,,,"unknown",2015-03-27 18:20:23,"New source about 2 arcsec from DSS galaxy"
Gaia15ady,2015-03-20 23:25:46,75.35345,-9.93184,18.41,,,"unknown",2015-03-27 18:12:50,"New, blue source appearing about 2 arcsec from core of DSS galaxy"
Gaia15adx,2015-03-19 05:03:52,64.09845,-28.49486,18.91,,,"unknown",2015-03-26 16:04:38,"Blue transient 3 arcsec from core of DSS Galaxy"
Gaia15adw,2015-03-18 06:17:38,121.77012,21.43692,18.38,,,"unknown",2015-03-24 23:05:02,"Hostless transient with stellar spectrum: possible solar system object"
Gaia15adv,2015-03-18 06:15:56,120.30573,20.41842,18.69,,,"unknown",2015-03-24 22:59:26,"Apparently hostless transient with stellar spectra: possible solar system object"
Gaia15adu,2015-03-19 08:32:01,265.70622,9.19386,17.61,,,"unknown",2015-03-24 22:53:51,"new blue source next to Leda galaxy"
Gaia15adt,2015-03-18 19:32:23,210.31236,44.30829,17.76,,,"unknown",2015-03-24 22:51:04,"new blue source next to SDSS dwarf galaxy, last non-detection 2015-02-04"
Gaia15ads,2015-03-17 14:05:03,251.47004,32.11807,18.63,,,"unknown",2015-03-23 21:44:52,"blue transient on top of SDSS galaxy with photometric z=0.11"
Gaia15adr,2015-03-17 18:22:29,126.73336,24.36601,18.39,,,"unknown",2015-03-23 21:41:53,"hostless transient"
Gaia15adq,2015-03-17 12:19:34,125.01679,22.15763,18.13,,,"unknown",2015-03-23 21:39:11,"new hostless blue transient"
Gaia15adp,2015-03-14 01:01:57,167.91901,53.98508,18.23,,,"SN Ia",2015-03-23 21:36:36,"aka SN iPTF15lp : new blue transient 45\'\' from large SDSS galaxy z=0.0488"
Gaia15ado,2015-03-14 23:47:13,347.09059,-50.72458,17.38,,,"SN",2015-03-23 21:36:15,"bright blue transient on very faint GALEX source"
Gaia15adn,2015-03-13 07:26:18,214.25299,62.91193,18.25,,,"unknown",2015-03-20 20:20:13,"new blue source next to dwarf SDSS galaxy, last non-detection 2015-02-02"
Gaia15adm,2015-03-14 13:15:22,190.33095,57.50171,18.15,,,"unknown",2015-03-20 20:20:13,"new source in star forming SDSS galaxy, last non-detection 2015-01-16"
Gaia15adl,2015-03-16 07:58:37,250.32064,39.29131,18.62,,,"unknown",2015-03-20 20:20:13,"new blue source in star forming SDSS galaxy (z=0.03054), last non-detection 2015-02-09"
Gaia15adk,2015-03-14 05:31:06,328.22464,-42.24069,18.74,,,"unknown",2015-03-20 20:20:13,"new very red source clearly offset (5\'\') from LEDA galaxy, last non-detection 2014-12-09"
Gaia15adj,2015-03-14 22:50:21,67.36885,-48.07016,18.42,,,"unknown",2015-03-20 20:20:13,"new blue source 10\'\' from LEDA galaxy, last non-detection 2015-02-07"
Gaia15adi,2015-03-08 10:06:45,328.15360,-75.04241,18.70,,,"SN",2015-03-20 20:20:13,"new blue source 3\'\' from LEDA galaxy, last non-detection 2015-01-14"
Gaia15adh,2015-03-13 19:54:35,258.12870,48.47000,18.60,,,"unknown",2015-03-20 20:20:13,"new blue source on top of faint galaxy, last non-detection 2015-02-07"
Gaia15adg,2015-03-16 16:24:13,22.89100,-51.40722,17.67,,,"unknown",2015-03-20 20:20:13,"new blue bright source in a small LEDA galaxy, last non-detection 2015-02-02"
Gaia15adf,2015-03-08 18:09:54,124.90039,19.26105,16.20,19.93,0.06,"unknown",2015-03-20 01:23:51,"aka CSS100202:081936+191540 candidate CV"
Gaia15ade,2015-03-07 09:03:54,302.62192,-14.74344,18.49,,,"unknown",2015-03-20 01:18:35,"Hosteless blue transient. aka SSS110826-201029-144436"
Gaia15add,2015-03-07 16:51:48,115.68023,-57.42870,18.47,,,"unknown",2015-03-20 01:18:35,"candidate SN on top of DSS galaxy"
Gaia15adc,2015-03-12 10:31:26,49.36990,-65.20292,17.68,,,"unknown",2015-03-19 10:07:49,"very young and blue new source, OGLE has it at 21 mag on 2015-02-23 (=OGLE-2015-SN-074)"
Gaia15adb,2015-03-11 07:41:56,257.44182,62.97424,17.22,,,"SN Ia",2015-03-18 23:19:33,"candidate SN next to bright SDSS galaxy (z=0.02735), aka ASASSN-15fa, ATEL #7245"
Gaia15ada,2015-03-11 19:08:55,175.25858,65.04259,18.45,,,"unknown",2015-03-18 23:15:12,"new blue source next to SDSS galaxy (z=0.042)"
